elevation	date	DATUM_ADJ
1250.36	5/27/1977	NGVD 29
1250.36	5/28/1977	NGVD 29
1250.38	5/29/1977	NGVD 29
1250.34	5/30/1977	NGVD 29
1250.29	5/31/1977	NGVD 29
1250.27	6/1/1977	NGVD 29
1250.28	6/2/1977	NGVD 29
1250.31	6/3/1977	NGVD 29
1250.29	6/4/1977	NGVD 29
1250.27	6/5/1977	NGVD 29
1250.25	6/6/1977	NGVD 29
1250.27	6/7/1977	NGVD 29
1250.28	6/8/1977	NGVD 29
1250.3	6/9/1977	NGVD 29
1250.37	6/10/1977	NGVD 29
1250.34	6/11/1977	NGVD 29
1250.31	6/12/1977	NGVD 29
1250.28	6/13/1977	NGVD 29
1250.25	6/14/1977	NGVD 29
1250.22	6/15/1977	NGVD 29
1250.26	6/16/1977	NGVD 29
1250.27	6/17/1977	NGVD 29
1250.21	6/18/1977	NGVD 29
1250.25	6/19/1977	NGVD 29
1250.28	6/20/1977	NGVD 29
1250.28	6/21/1977	NGVD 29
1250.26	6/22/1977	NGVD 29
1250.17	6/23/1977	NGVD 29
1250.23	6/24/1977	NGVD 29
1250.27	6/25/1977	NGVD 29
1250.27	6/26/1977	NGVD 29
1250.28	6/27/1977	NGVD 29
1250.25	6/28/1977	NGVD 29
1250.3	6/29/1977	NGVD 29
1250.22	6/30/1977	NGVD 29
1250.15	7/1/1977	NGVD 29
1250.25	7/2/1977	NGVD 29
1250.3	7/3/1977	NGVD 29
1250.49	7/4/1977	NGVD 29
1250.56	7/5/1977	NGVD 29
1250.55	7/6/1977	NGVD 29
1250.53	7/7/1977	NGVD 29
1250.48	7/8/1977	NGVD 29
1250.51	7/9/1977	NGVD 29
1250.57	7/10/1977	NGVD 29
1250.5	7/11/1977	NGVD 29
1250.5	7/12/1977	NGVD 29
1250.49	7/13/1977	NGVD 29
1250.43	7/14/1977	NGVD 29
1250.42	7/15/1977	NGVD 29
1250.43	7/16/1977	NGVD 29
1250.44	7/17/1977	NGVD 29
1250.44	7/18/1977	NGVD 29
1250.43	7/19/1977	NGVD 29
1250.38	7/20/1977	NGVD 29
1250.37	7/21/1977	NGVD 29
1250.37	7/22/1977	NGVD 29
1250.36	7/23/1977	NGVD 29
1250.35	7/24/1977	NGVD 29
1250.34	7/25/1977	NGVD 29
1250.33	7/26/1977	NGVD 29
1250.32	7/27/1977	NGVD 29
1250.31	7/28/1977	NGVD 29
1250.3	7/29/1977	NGVD 29
1250.28	7/30/1977	NGVD 29
1250.27	7/31/1977	NGVD 29
1250.26	8/1/1977	NGVD 29
1250.25	8/2/1977	NGVD 29
1250.24	8/3/1977	NGVD 29
1250.23	8/4/1977	NGVD 29
1250.22	8/5/1977	NGVD 29
1250.25	8/6/1977	NGVD 29
1250.24	8/7/1977	NGVD 29
1250.23	8/8/1977	NGVD 29
1250.26	8/9/1977	NGVD 29
1250.2	8/10/1977	NGVD 29
1250.15	8/11/1977	NGVD 29
1250.15	8/12/1977	NGVD 29
1250.13	8/13/1977	NGVD 29
1250.09	8/14/1977	NGVD 29
1250.16	8/15/1977	NGVD 29
1250.13	8/16/1977	NGVD 29
1250.08	8/17/1977	NGVD 29
1250.07	8/18/1977	NGVD 29
1250.07	8/19/1977	NGVD 29
1250.05	8/20/1977	NGVD 29
1250.03	8/21/1977	NGVD 29
1249.98	8/22/1977	NGVD 29
1249.98	8/23/1977	NGVD 29
1249.98	8/24/1977	NGVD 29
1250.08	8/25/1977	NGVD 29
1250.02	8/26/1977	NGVD 29
1250.2	8/27/1977	NGVD 29
1250.18	8/28/1977	NGVD 29
1250.2	8/29/1977	NGVD 29
1250.23	8/30/1977	NGVD 29
1250.28	8/31/1977	NGVD 29
1250.28	9/1/1977	NGVD 29
1250.27	9/2/1977	NGVD 29
1250.3	9/3/1977	NGVD 29
1250.29	9/4/1977	NGVD 29
1250.3	9/5/1977	NGVD 29
1250.3	9/6/1977	NGVD 29
1250.28	9/7/1977	NGVD 29
1250.3	9/8/1977	NGVD 29
1250.07	9/9/1977	NGVD 29
1250.18	9/10/1977	NGVD 29
1250.25	9/11/1977	NGVD 29
1250.22	9/12/1977	NGVD 29
1250.2	9/13/1977	NGVD 29
1250.21	9/14/1977	NGVD 29
1250.23	9/15/1977	NGVD 29
1250.22	9/16/1977	NGVD 29
1250.19	9/17/1977	NGVD 29
1250.19	9/18/1977	NGVD 29
1250.16	9/19/1977	NGVD 29
1250.19	9/20/1977	NGVD 29
1250.25	9/21/1977	NGVD 29
1250.3	9/22/1977	NGVD 29
1250.36	9/23/1977	NGVD 29
1250.35	9/24/1977	NGVD 29
1250.3	9/25/1977	NGVD 29
1250.27	9/26/1977	NGVD 29
1250.27	9/27/1977	NGVD 29
1250.31	9/28/1977	NGVD 29
1250.32	9/29/1977	NGVD 29
1250.37	9/30/1977	NGVD 29
1250.31	10/1/1977	NGVD 29
1250.27	10/2/1977	NGVD 29
1250.25	10/3/1977	NGVD 29
1250.2	10/4/1977	NGVD 29
1250.16	10/5/1977	NGVD 29
1250.21	10/6/1977	NGVD 29
1250.21	10/7/1977	NGVD 29
1250.22	10/8/1977	NGVD 29
1250.22	10/9/1977	NGVD 29
1250.22	10/10/1977	NGVD 29
1250.23	10/11/1977	NGVD 29
1250.23	10/12/1977	NGVD 29
1250.23	10/13/1977	NGVD 29
1250.24	10/14/1977	NGVD 29
1250.24	10/15/1977	NGVD 29
1250.24	10/16/1977	NGVD 29
1250.25	10/17/1977	NGVD 29
1250.25	10/18/1977	NGVD 29
1250.25	10/19/1977	NGVD 29
1250.25	10/20/1977	NGVD 29
1250.26	10/21/1977	NGVD 29
1250.26	10/22/1977	NGVD 29
1250.26	10/23/1977	NGVD 29
1250.27	10/24/1977	NGVD 29
1250.27	10/25/1977	NGVD 29
1250.27	10/26/1977	NGVD 29
1250.28	10/27/1977	NGVD 29
1250.28	10/28/1977	NGVD 29
1250.28	10/29/1977	NGVD 29
1250.29	10/30/1977	NGVD 29
1250.29	10/31/1977	NGVD 29
1250.27	11/1/1977	NGVD 29
1250.28	11/2/1977	NGVD 29
1250.26	11/3/1977	NGVD 29
1250.3	11/4/1977	NGVD 29
1250.3	11/5/1977	NGVD 29
1250.28	11/6/1977	NGVD 29
1250.27	11/7/1977	NGVD 29
1250.27	11/8/1977	NGVD 29
1250.3	11/9/1977	NGVD 29
1250.25	11/10/1977	NGVD 29
1250.38	11/11/1977	NGVD 29
1250.48	11/12/1977	NGVD 29
1250.47	11/13/1977	NGVD 29
1250.47	11/14/1977	NGVD 29
1250.42	11/15/1977	NGVD 29
1250.36	11/16/1977	NGVD 29
1250.36	11/17/1977	NGVD 29
1250.4	11/18/1977	NGVD 29
1250.51	11/19/1977	NGVD 29
1250.45	11/20/1977	NGVD 29
1250.35	11/21/1977	NGVD 29
1250.52	11/22/1977	NGVD 29
1250.47	11/23/1977	NGVD 29
1250.45	11/24/1977	NGVD 29
1250.48	11/25/1977	NGVD 29
1250.49	11/26/1977	NGVD 29
1250.51	11/27/1977	NGVD 29
1250.51	11/28/1977	NGVD 29
1250.52	11/29/1977	NGVD 29
1250.52	11/30/1977	NGVD 29
1250.52	12/1/1977	NGVD 29
1250.51	12/2/1977	NGVD 29
1250.52	12/3/1977	NGVD 29
1250.52	12/4/1977	NGVD 29
1250.53	12/5/1977	NGVD 29
1250.53	12/6/1977	NGVD 29
1250.53	12/7/1977	NGVD 29
1250.54	12/8/1977	NGVD 29
1250.54	12/9/1977	NGVD 29
1250.54	12/10/1977	NGVD 29
1250.55	12/11/1977	NGVD 29
1250.55	12/12/1977	NGVD 29
1250.54	12/13/1977	NGVD 29
1250.54	12/14/1977	NGVD 29
1250.55	12/15/1977	NGVD 29
1250.55	12/16/1977	NGVD 29
1250.59	12/17/1977	NGVD 29
1250.65	12/18/1977	NGVD 29
1250.65	12/19/1977	NGVD 29
1250.65	12/20/1977	NGVD 29
1250.65	12/21/1977	NGVD 29
1250.66	12/22/1977	NGVD 29
1250.66	12/23/1977	NGVD 29
1250.66	12/24/1977	NGVD 29
1250.66	12/25/1977	NGVD 29
1250.66	12/26/1977	NGVD 29
1250.67	12/27/1977	NGVD 29
1250.67	12/28/1977	NGVD 29
1250.67	12/29/1977	NGVD 29
1250.67	12/30/1977	NGVD 29
1250.67	12/31/1977	NGVD 29
1250.67	1/1/1978	NGVD 29
1250.68	1/2/1978	NGVD 29
1250.68	1/3/1978	NGVD 29
1250.68	1/4/1978	NGVD 29
1250.68	1/5/1978	NGVD 29
1250.68	1/6/1978	NGVD 29
1250.68	1/7/1978	NGVD 29
1250.68	1/8/1978	NGVD 29
1250.68	1/9/1978	NGVD 29
1250.68	1/10/1978	NGVD 29
1250.68	1/11/1978	NGVD 29
1250.68	1/12/1978	NGVD 29
1250.68	1/13/1978	NGVD 29
1250.68	1/14/1978	NGVD 29
1250.68	1/15/1978	NGVD 29
1250.68	1/16/1978	NGVD 29
1250.69	1/17/1978	NGVD 29
1250.69	1/18/1978	NGVD 29
1250.69	1/19/1978	NGVD 29
1250.7	1/20/1978	NGVD 29
1250.7	1/21/1978	NGVD 29
1250.7	1/22/1978	NGVD 29
1250.7	1/23/1978	NGVD 29
1250.7	1/24/1978	NGVD 29
1250.69	1/25/1978	NGVD 29
1250.68	1/26/1978	NGVD 29
1250.68	1/27/1978	NGVD 29
1250.68	1/28/1978	NGVD 29
1250.68	1/29/1978	NGVD 29
1250.69	1/30/1978	NGVD 29
1250.7	1/31/1978	NGVD 29
1250.7	2/1/1978	NGVD 29
1250.7	2/2/1978	NGVD 29
1250.7	2/3/1978	NGVD 29
1250.7	2/4/1978	NGVD 29
1250.7	2/5/1978	NGVD 29
1250.7	2/6/1978	NGVD 29
1250.7	2/7/1978	NGVD 29
1250.7	2/8/1978	NGVD 29
1250.7	2/9/1978	NGVD 29
1250.7	2/10/1978	NGVD 29
1250.7	2/11/1978	NGVD 29
1250.7	2/12/1978	NGVD 29
1250.7	2/13/1978	NGVD 29
1250.7	2/14/1978	NGVD 29
1250.7	2/15/1978	NGVD 29
1250.71	2/16/1978	NGVD 29
1250.71	2/17/1978	NGVD 29
1250.71	2/18/1978	NGVD 29
1250.71	2/19/1978	NGVD 29
1250.71	2/20/1978	NGVD 29
1250.71	2/21/1978	NGVD 29
1250.72	2/22/1978	NGVD 29
1250.72	2/23/1978	NGVD 29
1250.72	2/24/1978	NGVD 29
1250.72	2/25/1978	NGVD 29
1250.73	2/26/1978	NGVD 29
1250.73	2/27/1978	NGVD 29
1250.73	2/28/1978	NGVD 29
1250.73	3/1/1978	NGVD 29
1250.73	3/2/1978	NGVD 29
1250.74	3/3/1978	NGVD 29
1250.75	3/4/1978	NGVD 29
1250.75	3/5/1978	NGVD 29
1250.75	3/6/1978	NGVD 29
1250.75	3/7/1978	NGVD 29
1250.75	3/8/1978	NGVD 29
1250.76	3/9/1978	NGVD 29
1250.77	3/10/1978	NGVD 29
1250.78	3/11/1978	NGVD 29
1250.78	3/12/1978	NGVD 29
1250.79	3/13/1978	NGVD 29
1250.8	3/14/1978	NGVD 29
1250.81	3/15/1978	NGVD 29
1250.82	3/16/1978	NGVD 29
1250.83	3/17/1978	NGVD 29
1250.84	3/18/1978	NGVD 29
1250.84	3/19/1978	NGVD 29
1250.85	3/20/1978	NGVD 29
1250.86	3/21/1978	NGVD 29
1250.87	3/22/1978	NGVD 29
1250.88	3/23/1978	NGVD 29
1250.89	3/24/1978	NGVD 29
1250.9	3/25/1978	NGVD 29
1250.9	3/26/1978	NGVD 29
1250.91	3/27/1978	NGVD 29
1250.92	3/28/1978	NGVD 29
1250.93	3/29/1978	NGVD 29
1250.94	3/30/1978	NGVD 29
1250.95	3/31/1978	NGVD 29
1250.95	4/1/1978	NGVD 29
1250.96	4/2/1978	NGVD 29
1250.97	4/3/1978	NGVD 29
1250.98	4/4/1978	NGVD 29
1250.99	4/5/1978	NGVD 29
1251	4/6/1978	NGVD 29
1251.01	4/7/1978	NGVD 29
1251.01	4/8/1978	NGVD 29
1251.02	4/9/1978	NGVD 29
1251.03	4/10/1978	NGVD 29
1251.04	4/11/1978	NGVD 29
1251.05	4/12/1978	NGVD 29
1251.06	4/13/1978	NGVD 29
1251.07	4/14/1978	NGVD 29
1251.07	4/15/1978	NGVD 29
1251.08	4/16/1978	NGVD 29
1251.09	4/17/1978	NGVD 29
1251.1	4/18/1978	NGVD 29
1251.1	4/19/1978	NGVD 29
1251.11	4/20/1978	NGVD 29
1251.12	4/21/1978	NGVD 29
1251.12	4/22/1978	NGVD 29
1251.14	4/23/1978	NGVD 29
1251.16	4/24/1978	NGVD 29
1251.16	4/25/1978	NGVD 29
1251.17	4/26/1978	NGVD 29
1251.17	4/27/1978	NGVD 29
1251.17	4/28/1978	NGVD 29
1251.18	4/29/1978	NGVD 29
1251.18	4/30/1978	NGVD 29
1251.17	5/1/1978	NGVD 29
1251.17	5/2/1978	NGVD 29
1251.2	5/3/1978	NGVD 29
1251.22	5/4/1978	NGVD 29
1251.21	5/5/1978	NGVD 29
1251.23	5/6/1978	NGVD 29
1251.24	5/7/1978	NGVD 29
1251.2	5/8/1978	NGVD 29
1251.14	5/9/1978	NGVD 29
1251.21	5/10/1978	NGVD 29
1251.17	5/11/1978	NGVD 29
1251.17	5/12/1978	NGVD 29
1251.15	5/13/1978	NGVD 29
1251.15	5/14/1978	NGVD 29
1251.16	5/15/1978	NGVD 29
1251.17	5/16/1978	NGVD 29
1251.18	5/17/1978	NGVD 29
1251.2	5/18/1978	NGVD 29
1251.21	5/19/1978	NGVD 29
1251.22	5/20/1978	NGVD 29
1251.23	5/21/1978	NGVD 29
1251.24	5/22/1978	NGVD 29
1251.26	5/23/1978	NGVD 29
1251.27	5/24/1978	NGVD 29
1251.28	5/25/1978	NGVD 29
1251.29	5/26/1978	NGVD 29
1251.3	5/27/1978	NGVD 29
1251.32	5/28/1978	NGVD 29
1251.33	5/29/1978	NGVD 29
1251.34	5/30/1978	NGVD 29
1251.35	5/31/1978	NGVD 29
1251.36	6/1/1978	NGVD 29
1251.38	6/2/1978	NGVD 29
1251.39	6/3/1978	NGVD 29
1251.4	6/4/1978	NGVD 29
1251.43	6/5/1978	NGVD 29
1251.4	6/6/1978	NGVD 29
1251.4	6/7/1978	NGVD 29
1251.39	6/8/1978	NGVD 29
1251.4	6/9/1978	NGVD 29
1251.39	6/10/1978	NGVD 29
1251.37	6/11/1978	NGVD 29
1251.36	6/12/1978	NGVD 29
1251.41	6/13/1978	NGVD 29
1251.55	6/14/1978	NGVD 29
1251.46	6/15/1978	NGVD 29
1251.47	6/16/1978	NGVD 29
1251.45	6/17/1978	NGVD 29
1251.44	6/18/1978	NGVD 29
1251.47	6/19/1978	NGVD 29
1251.42	6/20/1978	NGVD 29
1251.42	6/21/1978	NGVD 29
1251.44	6/22/1978	NGVD 29
1251.46	6/23/1978	NGVD 29
1251.43	6/24/1978	NGVD 29
1251.47	6/25/1978	NGVD 29
1251.52	6/26/1978	NGVD 29
1251.49	6/27/1978	NGVD 29
1251.46	6/28/1978	NGVD 29
1251.46	6/29/1978	NGVD 29
1251.58	6/30/1978	NGVD 29
1251.67	7/1/1978	NGVD 29
1251.65	7/2/1978	NGVD 29
1251.65	7/3/1978	NGVD 29
1251.67	7/4/1978	NGVD 29
1251.73	7/5/1978	NGVD 29
1251.7	7/6/1978	NGVD 29
1251.86	7/7/1978	NGVD 29
1251.86	7/8/1978	NGVD 29
1251.8	7/9/1978	NGVD 29
1251.82	7/10/1978	NGVD 29
1251.9	7/11/1978	NGVD 29
1252	7/12/1978	NGVD 29
1251.9	7/13/1978	NGVD 29
1251.9	7/14/1978	NGVD 29
1251.93	7/15/1978	NGVD 29
1251.93	7/16/1978	NGVD 29
1251.94	7/17/1978	NGVD 29
1251.92	7/18/1978	NGVD 29
1251.9	7/19/1978	NGVD 29
1251.89	7/20/1978	NGVD 29
1251.89	7/21/1978	NGVD 29
1251.87	7/22/1978	NGVD 29
1251.88	7/23/1978	NGVD 29
1251.89	7/24/1978	NGVD 29
1251.86	7/25/1978	NGVD 29
1251.8	7/26/1978	NGVD 29
1251.8	7/27/1978	NGVD 29
1251.8	7/28/1978	NGVD 29
1251.77	7/29/1978	NGVD 29
1251.76	7/30/1978	NGVD 29
1251.7	7/31/1978	NGVD 29
1251.72	8/1/1978	NGVD 29
1251.7	8/2/1978	NGVD 29
1251.67	8/3/1978	NGVD 29
1251.66	8/4/1978	NGVD 29
1251.65	8/5/1978	NGVD 29
1251.66	8/6/1978	NGVD 29
1251.66	8/7/1978	NGVD 29
1251.6	8/8/1978	NGVD 29
1251.6	8/9/1978	NGVD 29
1251.61	8/10/1978	NGVD 29
1251.59	8/11/1978	NGVD 29
1251.58	8/12/1978	NGVD 29
1251.59	8/13/1978	NGVD 29
1251.6	8/14/1978	NGVD 29
1251.64	8/15/1978	NGVD 29
1251.61	8/16/1978	NGVD 29
1251.67	8/17/1978	NGVD 29
1251.63	8/18/1978	NGVD 29
1251.6	8/19/1978	NGVD 29
1251.61	8/20/1978	NGVD 29
1251.58	8/21/1978	NGVD 29
1251.59	8/22/1978	NGVD 29
1251.68	8/23/1978	NGVD 29
1251.65	8/24/1978	NGVD 29
1251.65	8/25/1978	NGVD 29
1251.65	8/26/1978	NGVD 29
1251.63	8/27/1978	NGVD 29
1251.62	8/28/1978	NGVD 29
1251.58	8/29/1978	NGVD 29
1251.57	8/30/1978	NGVD 29
1251.6	8/31/1978	NGVD 29
1251.58	9/1/1978	NGVD 29
1251.55	9/2/1978	NGVD 29
1251.56	9/3/1978	NGVD 29
1251.55	9/4/1978	NGVD 29
1251.55	9/5/1978	NGVD 29
1251.54	9/6/1978	NGVD 29
1251.55	9/7/1978	NGVD 29
1251.54	9/8/1978	NGVD 29
1251.52	9/9/1978	NGVD 29
1251.52	9/10/1978	NGVD 29
1251.57	9/11/1978	NGVD 29
1251.72	9/12/1978	NGVD 29
1251.6	9/13/1978	NGVD 29
1251.5	9/14/1978	NGVD 29
1251.5	9/15/1978	NGVD 29
1251.55	9/16/1978	NGVD 29
1251.53	9/17/1978	NGVD 29
1251.58	9/18/1978	NGVD 29
1251.55	9/19/1978	NGVD 29
1251.54	9/20/1978	NGVD 29
1251.54	9/21/1978	NGVD 29
1251.55	9/22/1978	NGVD 29
1251.53	9/23/1978	NGVD 29
1251.48	9/24/1978	NGVD 29
1251.5	9/25/1978	NGVD 29
1251.47	9/26/1978	NGVD 29
1251.45	9/27/1978	NGVD 29
1251.48	9/28/1978	NGVD 29
1251.43	9/29/1978	NGVD 29
1251.4	9/30/1978	NGVD 29
1251.46	10/1/1978	NGVD 29
1251.39	10/2/1978	NGVD 29
1251.34	10/3/1978	NGVD 29
1251.37	10/4/1978	NGVD 29
1251.3	10/5/1978	NGVD 29
1251.28	10/6/1978	NGVD 29
1251.32	10/7/1978	NGVD 29
1251.35	10/8/1978	NGVD 29
1251.33	10/9/1978	NGVD 29
1251.33	10/10/1978	NGVD 29
1251.28	10/11/1978	NGVD 29
1251.22	10/12/1978	NGVD 29
1251.24	10/13/1978	NGVD 29
1251.25	10/14/1978	NGVD 29
1251.21	10/15/1978	NGVD 29
1251.24	10/16/1978	NGVD 29
1251.23	10/17/1978	NGVD 29
1251.16	10/18/1978	NGVD 29
1251.17	10/19/1978	NGVD 29
1251.19	10/20/1978	NGVD 29
1251.16	10/21/1978	NGVD 29
1251.12	10/22/1978	NGVD 29
1251.16	10/23/1978	NGVD 29
1251.16	10/24/1978	NGVD 29
1251.06	10/25/1978	NGVD 29
1251.1	10/26/1978	NGVD 29
1251.06	10/27/1978	NGVD 29
1251.12	10/28/1978	NGVD 29
1251.18	10/29/1978	NGVD 29
1251.07	10/30/1978	NGVD 29
1251.07	10/31/1978	NGVD 29
1251.07	11/1/1978	NGVD 29
1251.06	11/2/1978	NGVD 29
1251.06	11/3/1978	NGVD 29
1251.09	11/4/1978	NGVD 29
1250.96	11/5/1978	NGVD 29
1251.01	11/6/1978	NGVD 29
1251.05	11/7/1978	NGVD 29
1251.02	11/8/1978	NGVD 29
1251.03	11/9/1978	NGVD 29
1251.06	11/10/1978	NGVD 29
1251.01	11/11/1978	NGVD 29
1251.08	11/12/1978	NGVD 29
1251	11/13/1978	NGVD 29
1250.94	11/14/1978	NGVD 29
1251	11/15/1978	NGVD 29
1251.02	11/16/1978	NGVD 29
1250.98	11/17/1978	NGVD 29
1250.92	11/18/1978	NGVD 29
1250.94	11/19/1978	NGVD 29
1250.96	11/20/1978	NGVD 29
1250.95	11/21/1978	NGVD 29
1250.98	11/22/1978	NGVD 29
1250.94	11/23/1978	NGVD 29
1250.95	11/24/1978	NGVD 29
1250.96	11/25/1978	NGVD 29
1250.97	11/26/1978	NGVD 29
1250.94	11/27/1978	NGVD 29
1250.96	11/28/1978	NGVD 29
1250.93	11/29/1978	NGVD 29
1250.95	11/30/1978	NGVD 29
1250.95	12/1/1978	NGVD 29
1250.95	12/2/1978	NGVD 29
1250.97	12/3/1978	NGVD 29
1250.99	12/4/1978	NGVD 29
1250.98	12/5/1978	NGVD 29
1250.98	12/6/1978	NGVD 29
1250.98	12/7/1978	NGVD 29
1250.97	12/8/1978	NGVD 29
1250.97	12/9/1978	NGVD 29
1250.98	12/10/1978	NGVD 29
1250.98	12/11/1978	NGVD 29
1250.98	12/12/1978	NGVD 29
1250.97	12/13/1978	NGVD 29
1250.97	12/14/1978	NGVD 29
1250.97	12/15/1978	NGVD 29
1250.97	12/16/1978	NGVD 29
1250.97	12/17/1978	NGVD 29
1250.97	12/18/1978	NGVD 29
1250.99	12/19/1978	NGVD 29
1251	12/20/1978	NGVD 29
1251.02	12/21/1978	NGVD 29
1251.01	12/22/1978	NGVD 29
1251	12/23/1978	NGVD 29
1251.01	12/24/1978	NGVD 29
1251.01	12/25/1978	NGVD 29
1251.02	12/26/1978	NGVD 29
1251.02	12/27/1978	NGVD 29
1251.03	12/28/1978	NGVD 29
1251.04	12/29/1978	NGVD 29
1251.05	12/30/1978	NGVD 29
1251.05	12/31/1978	NGVD 29
1251.05	1/1/1979	NGVD 29
1251.05	1/2/1979	NGVD 29
1251.05	1/3/1979	NGVD 29
1251.05	1/4/1979	NGVD 29
1251.05	1/5/1979	NGVD 29
1251.05	1/6/1979	NGVD 29
1251.05	1/7/1979	NGVD 29
1251.05	1/8/1979	NGVD 29
1251.05	1/9/1979	NGVD 29
1251.05	1/10/1979	NGVD 29
1251.05	1/11/1979	NGVD 29
1251.05	1/12/1979	NGVD 29
1251.05	1/13/1979	NGVD 29
1251.05	1/14/1979	NGVD 29
1251.05	1/15/1979	NGVD 29
1251.06	1/16/1979	NGVD 29
1251.07	1/17/1979	NGVD 29
1251.07	1/18/1979	NGVD 29
1251.08	1/19/1979	NGVD 29
1251.09	1/20/1979	NGVD 29
1251.1	1/21/1979	NGVD 29
1251.1	1/22/1979	NGVD 29
1251.11	1/23/1979	NGVD 29
1251.12	1/24/1979	NGVD 29
1251.12	1/25/1979	NGVD 29
1251.12	1/26/1979	NGVD 29
1251.13	1/27/1979	NGVD 29
1251.13	1/28/1979	NGVD 29
1251.14	1/29/1979	NGVD 29
1251.14	1/30/1979	NGVD 29
1251.14	1/31/1979	NGVD 29
1251.14	2/1/1979	NGVD 29
1251.14	2/2/1979	NGVD 29
1251.14	2/3/1979	NGVD 29
1251.15	2/4/1979	NGVD 29
1251.15	2/5/1979	NGVD 29
1251.15	2/6/1979	NGVD 29
1251.15	2/7/1979	NGVD 29
1251.15	2/8/1979	NGVD 29
1251.16	2/9/1979	NGVD 29
1251.16	2/10/1979	NGVD 29
1251.17	2/11/1979	NGVD 29
1251.17	2/12/1979	NGVD 29
1251.18	2/13/1979	NGVD 29
1251.18	2/14/1979	NGVD 29
1251.2	2/15/1979	NGVD 29
1251.21	2/16/1979	NGVD 29
1251.22	2/17/1979	NGVD 29
1251.22	2/18/1979	NGVD 29
1251.22	2/19/1979	NGVD 29
1251.21	2/20/1979	NGVD 29
1251.24	2/21/1979	NGVD 29
1251.26	2/22/1979	NGVD 29
1251.28	2/23/1979	NGVD 29
1251.3	2/24/1979	NGVD 29
1251.3	2/25/1979	NGVD 29
1251.3	2/26/1979	NGVD 29
1251.3	2/27/1979	NGVD 29
1251.3	2/28/1979	NGVD 29
1251.3	3/1/1979	NGVD 29
1251.3	3/2/1979	NGVD 29
1251.32	3/3/1979	NGVD 29
1251.34	3/4/1979	NGVD 29
1251.36	3/5/1979	NGVD 29
1251.37	3/6/1979	NGVD 29
1251.36	3/7/1979	NGVD 29
1251.37	3/8/1979	NGVD 29
1251.35	3/9/1979	NGVD 29
1251.36	3/10/1979	NGVD 29
1251.37	3/11/1979	NGVD 29
1251.37	3/12/1979	NGVD 29
1251.36	3/13/1979	NGVD 29
1251.36	3/14/1979	NGVD 29
1251.37	3/15/1979	NGVD 29
1251.37	3/16/1979	NGVD 29
1251.37	3/17/1979	NGVD 29
1251.38	3/18/1979	NGVD 29
1251.44	3/19/1979	NGVD 29
1251.44	3/20/1979	NGVD 29
1251.44	3/21/1979	NGVD 29
1251.48	3/22/1979	NGVD 29
1251.54	3/23/1979	NGVD 29
1251.54	3/24/1979	NGVD 29
1251.54	3/25/1979	NGVD 29
1251.54	3/26/1979	NGVD 29
1251.54	3/27/1979	NGVD 29
1251.54	3/28/1979	NGVD 29
1251.55	3/29/1979	NGVD 29
1251.57	3/30/1979	NGVD 29
1251.57	3/31/1979	NGVD 29
1251.57	4/1/1979	NGVD 29
1251.57	4/2/1979	NGVD 29
1251.57	4/3/1979	NGVD 29
1251.57	4/4/1979	NGVD 29
1251.58	4/5/1979	NGVD 29
1251.58	4/6/1979	NGVD 29
1251.58	4/7/1979	NGVD 29
1251.57	4/8/1979	NGVD 29
1251.56	4/9/1979	NGVD 29
1251.56	4/10/1979	NGVD 29
1251.56	4/11/1979	NGVD 29
1251.58	4/12/1979	NGVD 29
1251.59	4/13/1979	NGVD 29
1251.59	4/14/1979	NGVD 29
1251.6	4/15/1979	NGVD 29
1251.61	4/16/1979	NGVD 29
1251.63	4/17/1979	NGVD 29
1251.66	4/18/1979	NGVD 29
1251.71	4/19/1979	NGVD 29
1251.76	4/20/1979	NGVD 29
1251.82	4/21/1979	NGVD 29
1251.84	4/22/1979	NGVD 29
1251.86	4/23/1979	NGVD 29
1251.87	4/24/1979	NGVD 29
1251.89	4/25/1979	NGVD 29
1251.89	4/26/1979	NGVD 29
1251.9	4/27/1979	NGVD 29
1251.9	4/28/1979	NGVD 29
1251.91	4/29/1979	NGVD 29
1251.92	4/30/1979	NGVD 29
1251.92	5/1/1979	NGVD 29
1251.91	5/2/1979	NGVD 29
1251.88	5/3/1979	NGVD 29
1251.92	5/4/1979	NGVD 29
1251.97	5/5/1979	NGVD 29
1252.01	5/6/1979	NGVD 29
1251.97	5/7/1979	NGVD 29
1251.97	5/8/1979	NGVD 29
1252	5/9/1979	NGVD 29
1252.14	5/10/1979	NGVD 29
1252.12	5/11/1979	NGVD 29
1252.18	5/12/1979	NGVD 29
1252.2	5/13/1979	NGVD 29
1252.22	5/14/1979	NGVD 29
1252.23	5/15/1979	NGVD 29
1252.27	5/16/1979	NGVD 29
1252.25	5/17/1979	NGVD 29
1252.23	5/18/1979	NGVD 29
1252.24	5/19/1979	NGVD 29
1252.21	5/20/1979	NGVD 29
1252.23	5/21/1979	NGVD 29
1252.27	5/22/1979	NGVD 29
1252.24	5/23/1979	NGVD 29
1252.24	5/24/1979	NGVD 29
1252.25	5/25/1979	NGVD 29
1252.24	5/26/1979	NGVD 29
1252.24	5/27/1979	NGVD 29
1252.24	5/28/1979	NGVD 29
1252.24	5/29/1979	NGVD 29
1252.22	5/30/1979	NGVD 29
1252.19	5/31/1979	NGVD 29
1252.23	6/1/1979	NGVD 29
